School_ID;Name;HIN_Wechselwunsch_Total_19_20;HIN_Wechselwunsch_In_Bezirk_19_20;HIN_Wechselwunsch_Aus_a_Bezirk_19_20;AUS_Wechselwunsch_Total_19_20;AUS_Wechselwunsch_In_Bezirk_19_20;AUS_Wechselwunsch_Aus_a_Bezirk_19_20;HIN_Wechselwunsch_Total_20_21;HIN_Wechselwunsch_In_Bezirk_20_21;HIN_Wechselwunsch_Aus_a_Bezirk_20_21;HIN_Wechselwunsch_Aufnahme_20_21;HIN_Wechselwunsch_Ablehung_20_21;AUS_Wechselwunsch_Total_20_21;AUS_Wechselwunsch_In_Bezirk_20_21;AUS_Wechselwunsch_Aus_a_Bezirk_20_21;AUS_Wechselwunsch_Aufnahme_20_21;AUS_Wechselwunsch_Ablehung_20_21
06G17;Grundschule am Insulaner;28;21;7;27;17;10;17;13;4;11;5;26;14;12;;
06G18;Athene-Grundschule (Regelzug);5;5;;49;42;7;11;9;2;10;0;41;29;12;;
06G18;Athene-Grundschule - Staatliche Europaschule Berlin (SESB);30;18;12;;;;37;18;19;21;6;;;;;
06G20;Alt-Lankwitzer-Grundschule;45;39;6;30;11;19;32;28;4;27;0;32;12;20;;
06G21;Paul-Schneider-Grundschule;8;6;2;58;49;9;13;12;1;12;0;70;55;15;;
06G22;Giesensdorfer-Grundschule;8;8;;56;45;11;18;17;1;16;0;50;34;16;;
06G23;Kronach-Grundschule;18;18;;23;11;12;36;33;3;13;20;25;9;16;;
06G24;Grundschule unter den Kastanien;28;23;5;18;12;6;27;23;4;15;10;25;21;4;;
06G25;Clemens-Brentano-Grundschule;40;40;;9;4;5;62;59;3;60;0;23;13;10;;
06G26;Käthe-Kruse-Grundschule;18;17;1;25;16;9;15;13;2;13;0;25;17;8;;
06G27;Grundschule am Königsgraben;41;15;26;22;9;13;47;14;33;2;39;21;12;9;;
06G28;Ludwig-Bechstein-Grundschule;1;;1;39;30;9;5;4;1;3;0;36;22;14;;
06G29;Grundschule am Karpfenteich;57;18;39;10;7;3;55;24;31;30;21;11;9;2;;
06G30;Mercator-Grundschule;3;2;1;45;31;14;0;0;0;0;0;67;57;10;;
06G31;Grundschule an der Bäke;13;12;1;49;36;13;8;8;0;5;0;56;37;19;;
06G32;Grundschule am Stadtpark Steglitz;24;18;6;51;29;22;18;15;3;9;6;81;50;31;;
06G33;Friedrich-Drake-Gundschule;25;23;2;16;12;4;20;20;0;17;0;24;14;10;;
06G34;34. Grundschule;19;19;;29;16;13;41;38;3;19;20;20;8;12;;
07G01;Spreewald-Grundschule;13;10;3;100;84;16;7;4;3;6;1;90;58;32;58;32
07G02;Finow-Grundschule;11;2;9;30;15;15;10;2;8;1;9;22;9;13;15;7
07G02;Finow-Grundschule - Staatliche Europaschule Berlin (SESB);70;17;53;;;;68;26;42;61;7;;;;;
07G03;Werbellinsee-Grundschule;66;50;16;33;21;12;44;36;8;6;38;29;14;15;18;11
07G05;Havelland-Grundschule;41;38;3;23;13;10;39;35;4;31;8;18;6;12;16;2
07G06;Sternberg-Grundschule;11;10;1;40;25;15;10;9;1;6;4;37;20;17;28;9
07G07;Lindenhof-Grundschule;22;20;2;21;16;5;23;23;;16;7;21;9;12;16;5
07G10;Teltow-Grundschule;17;16;1;89;71;18;18;14;4;18;;65;48;17;53;12
07G12;Scharmützelsee-Grundschule;52;41;11;26;11;15;43;34;9;21;22;28;20;8;12;16
07G13;Neumark-Grundschule;18;17;1;80;56;24;12;9;3;12;;50;32;18;33;17
07G14;Löcknitz-Grundschule;49;31;18;20;7;13;43;30;13;3;40;13;8;5;11;2
07G15;Fläming-Grundschule;37;22;15;86;61;25;41;33;8;24;17;52;28;24;44;8
07G16;Ruppin-Grundschule;31;10;21;35;17;18;35;9;26;21;14;35;18;17;28;7
07G17;Stechlinsee-Grundschule;39;16;23;20;10;10;23;11;12;10;13;12;8;4;7;5
07G18;Grundschule am Barbarossaplatz;48;45;3;9;5;4;33;32;1;10;23;6;2;4;5;1
07G19;Paul-Simmel-Grundschule;6;3;3;90;64;26;10;8;2;10;;64;38;26;46;18
07G20;Maria-Montessori-Grundschule;51;49;2;18;9;9;53;52;1;17;36;18;8;10;16;2
07G21;Grundschule auf dem Tempelhofer Feld;24;21;3;19;4;15;40;34;6;9;31;20;6;14;14;6
07G22;Paul-Klee-Grundschule;31;30;1;70;57;13;26;24;2;14;22;48;40;8;30;18
07G23;Schätzelberg-Grundschule;25;23;2;32;26;6;12;11;1;2;10;30;21;9;24;6
07G24;Tempelherren-Grundschule;12;10;2;25;17;8;6;6;;6;;33;25;8;18;15
07G25;Mascha-Kaléko-Grundschule;32;30;2;18;13;5;15;15;;15;;31;25;6;22;9
07G26;Grundschule im Taunusviertel;35;26;9;35;32;3;20;19;1;5;15;29;21;8;28;1
07G27;Rudolf-Hildebrand-Grundschule;16;14;2;45;35;10;17;15;2;17;;31;21;10;23;8
07G28;Kiepert-Grundschule;34;31;3;31;13;18;11;9;2;9;2;26;10;16;22;4
07G29;Käthe-Kollwitz-Grundschule;24;24;;13;9;4;23;22;1;16;7;14;5;9;12;2
07G30;Annedore-Leber-Grundschule;41;36;5;17;13;4;35;31;4;26;9;18;12;6;15;3
07G31;Carl-Sonnenschein-Grundschule;47;20;27;24;15;9;30;8;22;19;11;18;9;9;13;5
07G32;Bruno-H.-Bürgel-Grundschule;39;37;2;25;12;13;24;22;2;9;15;25;9;16;16;9
07G34;Marienfelder-Grundschule;6;4;2;121;40;81;2;2;;2;;84;13;71;59;25
07G35;Nahariya-Grundschule;29;27;2;66;57;9;12;12;;12;;43;39;4;27;16
07G36;Grundschule am Dielingsgrund;20;15;5;42;31;11;23;8;15;23;;27;18;9;16;11
07G37;Ikarus-Grundschule;39;39;;12;3;9;22;18;4;11;11;18;6;12;16;2
07K12;Gemeinschaftsschule Schöneberg;80;74;6;;;;37;29;8;33;4;37;24;13;31;6
08G01;Rixdorfer-Schule;18;18;;67;48;19;15;15;;15;;66;12;;48;18
08G02;Theodor-Storm-Schule;13;9;4;86;34;52;14;12;2;14;;102;67;;53;49
08G03;Hans-Fallada-Schule;6;4;2;49;19;30;9;8;1;9;;69;44;;36;33
08G05;Elbe-Schule;15;14;1;70;40;30;15;14;1;15;;67;30;;31;36
08G06;Karl-Weise-Schule;6;5;1;36;24;12;10;9;1;10;;36;10;;20;16
08G07;Hermann-Boddin-Schule;8;6;2;45;36;9;7;6;1;7;;51;13;;33;19
08G08;Karlsgarten-Schule;23;22;1;37;14;23;24;23;1;24;;32;17;;14;18
08G09;Regenbogen-Schule;19;19;;16;8;8;33;31;2;24;9;28;9;;19;9
08K13;Campus Efeuweg;9;9;;73;63;10;4;4;;4;;63;2;;54;9
08G11;Schliemann-Schule;23;23;;22;12;10;25;25;;25;;31;3;;16;15
08G12;Peter-Petersen-Schule;91;89;2;;;;111;108;3;48;63;;;;;
08G13;Bruno-Taut-Schule;21;19;2;100;84;16;21;20;1;21;;126;21;;94;32
08G14;Konrad-Agahd-Schule;25;25;;40;33;7;24;24;;0;24;39;2;;23;16
08G15;Hermann-Sander-Schule;16;13;3;36;30;6;20;12;8;20;;58;10;;30;28
08G16;Hugo-Heimann-Schule;14;14;;51;43;8;15;15;;15;;48;2;;40;8
08G17;Richard-Schule;29;29;;46;35;11;52;50;2;52;;49;7;;28;21
08G18;Eduard-Mörike-Schule;7;5;2;61;41;20;13;13;;13;;88;26;;48;40
08G19;Herman-Nohl-Schule;51;45;6;25;11;14;14;14;;14;;37;5;;21;16
08G20;Sonnen-Schule;8;8;;49;30;19;2;2;;2;;36;17;;25;11
08G21;Silberstein-Schule;11;10;1;59;53;6;15;13;2;15;;64;9;;31;33
08G22;Schule am Regenweiher;32;31;1;27;23;4;34;32;2;34;;28;2;;17;11
08G23;Zürich-Schule;42;40;2;32;21;11;22;21;1;;22;28;7;;20;8
08G24;Schule am Teltowkanal;9;9;;42;38;5;14;14;;14;;34;3;;21;13
08G25;Michael-Ende-Schule;35;33;2;3;2;1;43;39;4;43;;4;2;;2;2
08G26;Christoph-Ruden-Schule;12;12;;51;40;11;7;7;;7;;55;8;;40;15
08G27;Oskar-Heinroth-Schule;46;38;8;39;22;17;35;26;9;35;;38;7;;32;6
08G28;Matthias-Claudius-Schule;35;34;1;25;20;5;49;46;3;37;12;28;1;;24;4
08G29;Wetzlar-Schule;48;47;1;17;13;4;53;52;1;34;19;18;6;;15;3
08G30;Schule am Sandsteinweg;90;48;42;7;3;4;73;32;41;46;27;7;7;;5;2
08G31;Janusz-Korczak-Schule;23;22;1;46;42;4;18;18;;18;;38;1;;33;5
08K02;Hermann v. Helmholtz-Schule;19;18;1;25;22;3;21;20;1;21;;26;2;;23;3
08G33;Schule am Fliederbusch;25;24;1;69;64;5;17;15;2;17;;58;5;;42;16
08G34;Lisa-Tetzner-Schule;12;12;;55;43;12;16;14;2;16;;27;4;;24;3
08G35;Schule in der Köllnischen Heide;16;15;1;55;20;35;9;8;1;9;;57;39;;33;24
08G36;Löwenzahn-Schule;15;15;;19;13;6;19;18;1;19;;29;7;;23;6
08G37;Rose-Oehmichen-Schule;13;11;2;12;11;1;23;19;4;;23;16;1;;12;4
08K01;Walter-Gropius-Schule;62;61;1;;;;73;72;1;73;;;;;;
08K06;Fritz-Karsen-Schule;98;96;2;;;;99;94;5;77;22;;;;;
08K08;1.Gemeinschaftsschule Neukölln;111;106;5;;;;113;106;7;83;30;;;;;
09G01;Bouché-Schule;;;Diese Daten werden nicht automatisiert ausgewertet.;;;;;;;;;;;;;
09G03;Schule am Heidekampgraben;;;;;;;;;;;;;;;;
09G04;Sonnenblumen-Schule;;;;;;;;;;;;;;;;
09G05;Schule am Ginkobaum;;;;;;;;;;;;;;;;
09G06;Melli-Beese-Schule;;;;;;;;;;;;;;;;
09G07;Schule an der alten Feuerwache;;;;;;;;;;;;;;;;
09G09;Heide-Schule;;;;;;;;;;;;;;;;
09G10;Schule am Berg;;;;;;;;;;;;;;;;
09G11;Schule am Pegasuseck;;;;;;;;;;;;;;;;
09G13;Schule am Altglienicker Wasserturm;;;;;;;;;;;;;;;;
09G14;Schule am Buntzelberg;;;;;;;;;;;;;;;;
09G15;Schule am Mohnweg;;;;;;;;;;;;;;;;
09G16;Wendenschloß-Schule;;;;;;;;;;;;;;;;
09G17;Uhlenhorst-Schule;;;;;;;;;;;;;;;;
09G18;Schule in der Köllnischen Vorstadt;;;;;;;;;;;;;;;;
09G19;Amtsfeld-Schule;;;;;;;;;;;;;;;;
09G20;Müggelheimer Schule;;;;;;;;;;;;;;;;
09G21;Edison-Grundschule;;;;;;;;;;;;;;;;
09G22;Schule an der Wuhlheide;;;;;;;;;;;;;;;;
09G23;Hauptmann-von-Köpenick-Schule;;;;;;;;;;;;;;;;
09G24;Müggelsee-Schule;;;;;;;;;;;;;;;;
09G25;Müggelschlößchen-Grundschule;;;;;;;;;;;;;;;;
09G26;Schule an den Püttbergen;;;;;;;;;;;;;;;;
09G27;Friedrichshagener Schule;;;;;;;;;;;;;;;;
09G29;Schmöckwitzer Insel-Schule;;;;;;;;;;;;;;;;
09G30;Kiefholz-Grundschule;;;;;;;;;;;;;;;;
10G01;Paavo-Nurmi-Grundschule;5;5;;28;26;2;7;6;1;7;;35;27;8;35;15
10G03;Selma-Lagerlöf-Grundschule;35;35;;12;11;1;36;35;1;22;14;14;9;4;13;1
10G04;Falken-Grundschule;16;14;2;6;4;2;12;11;1;12;;5;2;3;3;2
10G05;Ebereschen-Grundschule;6;6;;22;16;6;9;9;;5;4;17;16;1;13;4
10G06;Bruno-Bettleheim-Grundschule;33;33;;15;14;1;24;23;1;24;;22;20;2;13;9
10G07;Karl-Friedrich-Friesen-Grundschule;38;38;;8;3;5;36;36;;15;21;11;8;3;9;2
10G08;Wilhelm-Busch-Grundschule;13;12;1;28;22;6;8;8;;8;;30;29;1;17;13
10G09;Grundschule am Bürgerpark;14;14;;38;29;9;22;22;;22;;38;34;4;30;8
10G10;Peter-Pan-Grundschule;5;3;2;20;17;3;12;12;;12;;8;7;1;6;2
10G11;Grundschule an der Mühle;14;14;;15;10;5;20;20;;12;8;15;15;;6;9
10G12;Grundschule an der Geißenweide;19;19;;11;9;2;18;18;;18;;10;6;4;4;6
10G13;Johann-Strauß-Grundschule;29;27;2;4;2;2;40;39;1;15;25;6;3;3;3;3
10G14;Grundschule unter dem Regenbogen;10;8;2;40;11;29;4;2;2;4;;35;30;5;25;10
10G16;Grundschule am Fuchsberg;6;3;3;9;3;6;6;5;1;1;5;14;5;9;13;1
10G17;Beatrix-Potter-Grundschule;12;11;1;14;11;3;2;2;;;2;25;23;2;11;14
10G18;Pusteblume-Grundschule;19;19;;13;9;4;28;28;;6;22;13;10;3;9;4
10G19;Bücherwurm-Schule am Weiher;14;14;;8;6;2;7;7;;7;;14;12;2;10;4
10K10;Wolfgang-Amadeus-Mozart-Schule;5;5;;53;46;7;7;7;;1;6;33;32;1;10;20
10G22;Kolibri-Grundschule;23;23;;17;17;;24;24;;12;12;23;17;6;13;10
10G25;Grundschule am Schleipfuhl;4;4;;42;39;3;3;3;;;3;28;26;2;17;11
10G26;Friedrich-Schiller-Grundschule;16;15;1;7;6;1;21;19;2;3;18;7;5;2;4;3
10G28;Grundschule am Hollerbusch;27;27;;32;29;3;20;20;;9;11;29;23;6;12;17
10G29;Grundschule an der Wuhle;18;18;;26;23;3;5;5;;2;3;35;33;2;15;20
10G30;Mahlsdorfer Grundschule;8;7;1;4;3;1;10;9;1;4;6;6;4;2;1;5
10G31;Franz-Carl-Achard-Grundschule;15;15;;5;5;;15;9;6;15;;1;;1;1;
10G32;Kiekemal-Schule;3;3;;9;7;2;13;8;5;3;10;9;7;2;6;3
10G33;Ulmen-Grundschule;13;12;1;8;4;4;13;9;4;13;;18;15;3;7;11
10G34;Schule am grünen Stadtrand;7;7;;12;11;1;8;8;;2;6;12;11;1;9;3
10G35;MarcanaGrundschule;9;9;;35;34;1;14;14;;14;;29;28;1;26;3
11G01;Sonnenuhr-Schule;22;22;;20;7;13;19;16;3;11;8;12;3;9;8;4
11G02;Schule am Roederplatz;23;22;1;55;33;22;25;25;;24;1;53;28;25;37;12
11G03;Schule im Gutspark;27;27;;18;6;12;22;22;;11;10;21;13;8;21;
11G05;Schule auf dem lichten Berg;7;6;1;43;28;15;13;13;;13;;46;39;7;33;13
11G06;Adam-Ries-Schule;3;2;1;21;12;9;2;;2;2;;25;13;12;21;4
11G07;Hermann-Gmeiner-Schule;2;2;;76;29;47;4;3;1;4;;74;38;36;61;13
11G08;Robinson-Schule;21;19;2;45;22;23;25;25;;9;16;25;22;3;19;6
11G09;Bürgermeister-Ziethen-Schule;20;16;4;34;19;15;11;11;;11;;36;30;6;31;5
11G10;Schule im Ostseekarree;7;7;;50;43;7;8;;8;4;4;45;36;9;33;12
11G11;Bernhard-Grzimek-Grundschule;23;21;2;54;46;8;18;17;1;18;;32;30;2;22;10
11G12;Lew-Tolstoi-Schule (inkl.ESB);85;48;37;12;6;6;71;44;27;58;13;33;29;4;26;7
11G13;Karlshorster Schule;10;7;3;49;12;37;12;11;1;3;9;57;42;15;40;17
11G14;Richard-Wagner-Schule;7;5;2;20;6;14;21;16;5;15;6;18;12;6;13;5
11G16;Schule an der Victoriastadt;34;33;1;40;3;37;31;30;1;28;3;38;18;20;26;12
11G17;Brodowin-Schule;3;3;;42;23;19;1;1;;1;;48;33;15;38;10
11G18;Schule am Wilhelmsberg;23;19;4;50;23;27;21;21;;10;11;39;20;19;25;14
11G19;Obersee-Schule;33;33;;4;0;4;29;29;;21;8;18;9;9;15;3
11G21;Schule am Faulen See;16;16;;18;14;4;20;19;1;19;1;31;25;6;25;6
11G22;Martin-Niemöller-Schule;7;7;;50;37;13;12;12;;12;;41;36;5;34;7
11G23;Friedrichsfelder Schule;24;24;;38;21;17;30;28;2;26;4;33;26;7;21;12
11G25;Schule am Wäldchen;11;11;;39;33;6;32;32;;8;24;17;10;7;15;2
11G26;Randow-Schule;6;6;;26;23;3;7;7;;4;3;21;21;;19;3
11G28;Feldmark-Schule;10;9;1;27;21;6;12;12;;12;;20;16;4;19;1
11G29;Matibi-Schule;31;28;3;28;20;8;11;11;;1;10;80;70;10;68;12
11G31;Schmetterlings-Grundschule;4;3;1;22;20;2;18;18;;9;9;30;29;1;27;2
11G32;Hans-Rosenthal-Grundschule;5;5;;46;30;16;3;3;;3;;37;29;8;34;3
11G33;33. Grundschule;11;11;;4;1;3;17;17;;16;1;5;4;1;5;
11G34;34. Grundschule (Aufn. durch Zuweisung);11;11;;;;;36;35;1;23;13;29;25;4;28;1
11G35;35. Grundschule (Aufn. durch Zuweisung);;;;;;;24;24;;24;;46;42;4;33;13
12G01;Havelmüller-Grundschule;8;6;2;27;20;7;9;8;1;9;;32;31;1;19;12
12G02;Grundschule am Schäfersee;12;3;9;21;8;13;22;7;15;1;20;34;28;6;22;12
12G03;Reginhard-Grundschule;6;3;3;23;8;15;10;1;9;;9;34;19;15;7;27
12G04;Till-Eulenspiegel-Grundschule;20;17;3;17;10;7;48;45;3;24;22;15;12;3;8;7
12G05;Kolumbus-Grundschule;39;33;6;37;21;16;35;30;5;;29;45;31;14;16;29
12G06;Hausotter-Grundschule;9;6;3;43;30;13;1;1;;1;;46;31;15;27;19
12G07;Mark-Twain-Grundschule;13;12;1;18;13;5;21;19;2;;21;29;22;7;12;17
12G09;Grundschule an der Peckwisch;22;21;1;78;68;10;22;21;1;5;14;57;52;5;27;30
12G10;Peter-Witte-Grundschule;51;50;1;21;19;2;50;49;1;27;21;18;17;1;9;9
12G11;Ringelnatz-Grundschule;12;11;1;33;22;11;17;15;2;2;14;31;28;3;20;11
12G12;Borsigwalder-Grundschule;32;31;1;24;16;8;57;55;2;29;23;17;16;1;1;16
12G13;Franz-Marc-Grundschule;23;20;3;20;5;15;31;28;3;21;8;21;20;1;9;12
12G14;Alfred-Brehm-Grundschule;17;16;1;17;7;10;22;18;4;;22;18;12;6;3;15
12G15;Hoffmann-von-Fallersleben-Grundschule;23;23;;16;10;6;34;34;;8;25;33;32;1;15;18
12G17;Ellef-Ringnes-Grundschule;3;3;;4;1;3;6;5;1;;6;7;5;2;4;1
12G18;Grundschule am Tegelschen Ort;4;2;2;3;2;1;8;4;4;8;;5;3;2;3;2
12G19;Münchhausen-Grundschule;28;28;;38;24;14;41;41;;14;23;37;37;;22;15
12G20;Grundschule am Vierrutenberg;36;36;;13;6;7;38;38;;27;9;17;15;2;9;8
12G21;Grundschule am Fließtal;27;26;1;38;14;24;43;43;;12;27;33;31;2;25;8
12G22;Gustav-Dreyer-Grundschule;29;26;3;6;2;4;31;28;3;23;;13;11;2;7;6
12G23;Victor-Gollancz-Grundschule;11;11;;29;15;14;20;19;1;18;;32;32;;27;5
12G24;Renée-Sintenis-Grundschule;16;16;;34;13;21;16;15;1;15;;38;35;3;29;9
12G26;Märkische-Grundschule;114;74;40;0;0;;108;67;41;81;26;;;;;
12G27;Chamisso-Grundschule;17;17;;41;36;5;18;17;1;6;11;43;39;4;15;28
12G28;Grundschule in den Rollbergen;3;3;;84;71;13;3;2;1;2;;68;66;2;36;32
12G29;Hermann-Schulz-Grundschule;9;8;1;31;21;10;8;7;1;8;;29;27;2;11;18
12G30;Reineke-Fuchs-Grundschule;8;7;1;42;35;7;2;2;;2;;52;44;8;24;28
12K12;Campus Hannah-Höch;58;58;;;;;49;47;2;44;;22;22;;13;9
12G32;Charlie-Chaplin-Grundschule;13;12;1;88;65;23;12;12;;;12;87;70;17;56;31
12G33;Lauterbach-Grundschule;20;19;1;61;46;15;22;22;;;21;78;73;5;39;39
12G34;Otfried-Preußler-Grundschule;4;4;;14;5;9;3;2;1;3;;6;5;1;4;2
